-,-,-,-,-,-,-,-,-,-,-,-,-,IN002,IN003,IN004,IN007,IN008,IN010,IN015,IN017,IN018,IN023,IN024,IN025,IN028,IN037,IN041,IN046,IN047,IN052
240050,2400505,Alexandria,RN,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE ALEXANDRIA,PMA,Local,Administração pública direta,Res. Sólidos ,47788.65,7.02,81.22,25.64,74.36,2.56,65.89,100,442.37,,,33.33,0.55,0.28,50,,51.28,2.56
520030,5200308,Alexânia,GO,Centro-Oeste,CO,1,2022,Secretaria Municipal de Meio Ambiente,SMMA,Local,Administração pública direta,Res. Sólidos ,36239.72,0.79,2.38,100,0,,87.77,0,,25.7,35.67,,1.98,,,61.95,,
310160,3101607,Alfenas,MG,Sudeste,SE,2,2022,Prefeitura Municipal de Alfenas,PMA,Local,Administração pública direta,Res. Sólidos ,75651.83,4.09,76.32,83.87,16.13,3.23,100,53.57,4763.33,107.29,29.56,13.98,1.34,0.01,0,23.68,70.97,10.75
320030,3200300,Alfredo Chaves,ES,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ALFREDO CHAVES,PMAC,Local,Administração pública direta,Res. Sólidos ,42410.99,5.36,13.48,100,0,,94.68,0,,224.97,16.14,,0.45,,,74.89,,
350080,3500808,Alfredo Marcondes,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Alfredo Marcondes,AFM,Local,Administração pública direta,Res. Sólidos ,39551.24,2.92,0,100,0,12.5,88.39,22.7,835.78,77.33,20.68,31.25,1.18,,0,32.02,50,0
310163,3101631,Alfredo Vasconcelos,MG,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ALFREDO VASCONCELOS,PMAV,Local,Administração pública direta,Res. Sólidos ,20297.29,1.48,16.31,100,0,,99.65,0,,275.4,56.72,,0.32,0.11,,26.97,,
420070,4200705,Alfredo Wagner,SC,Sul,S ,1,2022,Prefeitura Municipal de Alfredo Wagner,PMAW,Local,Administração pública direta,Res. Sólidos ,53024.8,1.59,,100,0,,25.51,100,,,,,1.47,0.16,,,,
250057,2500577,Algodão de Jandaíra,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Algodão de Jandaíra,PMAJ,Local,Administração pública direta,Res. Sólidos ,,1.06,45.78,,,,52.01,0,148.31,323.14,37.68,22.73,0.41,,0,54.22,18.18,4.55
250060,2500601,Alhandra,PB,Nordeste,NE,1,2022,Secretaria Municipal de Serviços Urbanos,SMSU,Local,Administração pública direta,Res. Sólidos ,26974.15,1.47,48.41,97.78,2.22,6.67,94.57,0,1983.63,250.41,51.23,8.89,0.66,0.17,0,34.22,43.33,18.89
260070,2600708,Aliança,PE,Nordeste,NE,2,2022,Prefeitura Municipal de Aliança,PMA,Local,Administração pública direta,Res. Sólidos ,4261.05,0.41,7.25,88.6,11.4,6.14,55.96,0,2795.53,,,7.02,0.96,,0,,43.86,17.54
170035,1700350,Aliança do Tocantins,TO,Norte,N ,1,2022,"Secretaria Municipal de Desenvolvimento, Meio Ambiente, Turismo e Arte",SDEMA,Local,Administração pública direta,Res. Sólidos ,,2.65,0,,,,80.36,0,,324.07,64.34,,0.29,1.39,,16.36,,
170040,1700400,Almas,TO,Norte,N ,1,2022,Prefeitura Municipal de Almas,PMA,Local,Administração pública direta,Res. Sólidos ,30156.61,3.07,,100,0,,84.17,0,,,,,1.42,0.04,,,,
150050,1500503,Almeirim,PA,Norte,N ,2,2022,PREFEITURA MUNICIPAL DE ALMEIRIM,PMA,Local,Administração pública direta,Res. Sólidos ,18551.35,0.72,0,100,0,8.11,72.93,43.67,476.44,115.07,30,32.43,0.39,,0,21.25,22.97,24.32
310170,3101706,Almenara,MG,Sudeste,SE,2,2022,PREFEITURA MUNICIPAL DE ALMENARA,PMA,Local,Administração pública direta,Res. Sólidos ,,2.31,100,,,,80.97,100,2222.53,41.04,20.15,24.47,1.34,0.91,100,15.32,27.66,12.77
240060,2400604,Almino Afonso,RN,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE ALMINO AFONSO,PMAA,Local,Administração pública direta,Res. Sólidos ,16666.67,1.74,,100,0,0,71.45,0,1226.84,,,23.81,1.57,,0,,47.62,23.81
410040,4100400,Almirante Tamandaré,PR,Sul,S ,3,2022,"Secretaria Municipal de Abastecimento, Agricultura e Meio Ambiente",SMAAMA,Local,Administração pública direta,Res. Sólidos ,103074.36,2.49,97.12,12.9,87.1,11.29,97.77,99.24,1642.41,303.55,95.23,62.9,0.47,0.12,,0,0,25.81
430047,4300471,Almirante Tamandaré do Sul,RS,Sul,S ,1,2022,Prefeitura Municipal de Almirante Tamandaré do Sul,PMATS,Local,Administração pública direta,Res. Sólidos ,212149.26,1.12,24.9,100,0,0,59.47,0,984.98,356.79,51.85,100,0.72,1.14,,0,0,0
310180,3101805,Alpercata,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Alpercata,PMA,Local,Administração pública direta,Res. Sólidos ,29910.61,3.46,0.78,100,0,,73.2,0,,183.74,44.05,,1.44,,,48.77,,
430050,4300505,Alpestre,RS,Sul,S ,1,2022,MUNICÍPIO DE ALPESTRE,PMA,Local,Administração pública direta,Res. Sólidos ,23484.15,0.26,0,100,0,,27.34,0,,311.86,93.84,,0.6,0.9,,0,,
310190,3101904,Alpinópolis,MG,Sudeste,SE,1,2022,Prefitura Municipal de Alpinólpolis,PMA,Local,Administração pública direta,Res. Sólidos ,25118.64,3.89,17,98.31,1.69,0,100,0,659.51,130.8,27.33,25.42,0.46,0.13,0,61.4,64.41,8.47
510025,5100250,Alta Floresta,MT,Centro-Oeste,CO,2,2022,Prefeitura Municipal de Alta Floresta,PMAF,Local,Administração pública direta,Res. Sólidos ,60385.19,2.12,0,100,0,3.17,85.31,10.52,1960.03,102.24,70.89,68.25,1.62,0.03,0,28.62,19.05,9.52
110001,1100015,Alta Floresta D Oeste,RO,Norte,N ,1,2022,Prefeitura Municipal de Alta floresta D´Oeste,PM,Local,Administração pública direta,Res. Sólidos ,38783.08,1.27,66.7,100,0,6.06,59.77,100,1797.12,206.82,72.72,24.24,0.96,,0,19.2,45.45,24.24
150060,1500602,Altamira,PA,Norte,N ,3,2022,DEPARTAMENTO DE LIMPEZA PUBLICA,SEMAT/DLP,Local,Administração pública direta,Res. Sólidos ,31219.76,2.35,3.65,100,0,0,90.78,0,262.55,360.16,89.07,93.95,0.73,0.46,,0,0,0
210040,2100402,Altamira do Maranhão,MA,Nordeste,NE,1,2022,Prefeitura Municipal de Altamira do Maranhão,PMAM,Local,Administração pública direta,Res. Sólidos ,56217.4,2.36,100,50,50,7.14,46.53,75.61,201.52,255.75,26.65,92.86,0.75,,,10.11,0,0
410045,4100459,Altamira do Paraná,PR,Sul,S ,1,2022,Secretaria de Transporte Viação e Urbanismo,SE,Local,Administração pública direta,Res. Sólidos ,42778.03,2.05,59.35,100,0,16.67,47.35,15.65,544.41,487.05,48.5,25,0.82,0.02,0,25.28,25,16.67
230060,2300606,Altaneira,CE,Nordeste,NE,1,2022,Prefeitura Municipal de Altaneira,PMA,Local,Administração pública direta,Res. Sólidos ,,3.59,78.75,,,,79.62,100,239.62,412.78,16.87,22.86,0.34,0.15,100,21.46,34.29,17.14
310200,3102001,Alterosa,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Alterosa,PMA,Local,Administração pública direta,Res. Sólidos ,8160.77,0.77,83.83,100,0,5.26,98.43,100,868.61,186.56,87.23,14.04,0.44,0.14,0,8.51,52.63,24.56
260080,2600807,Altinho,PE,Nordeste,NE,1,2022,Prefeitura do Altinho,PMA,Local,Administração pública direta,Res. Sólidos ,27350,3.71,,100,0,,60.01,0,,,,,2.96,,,,,
350100,3501004,Altinópolis,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ALTINÓPOLIS,PMA,Local,Administração pública direta,Res. Sólidos ,,3.32,44.13,,,,89.19,69.05,783.53,,,34.33,1.09,0.23,0,,8.96,17.91
140005,1400050,Alto Alegre,RR,Norte,N ,1,2022,Prefeitura Municipal de Alto Alegre,PMAA,Local,Administração pública direta,Res. Sólidos ,,3.95,,,,,78.21,0,,,,,0.35,,,,,
430055,4300554,Alto Alegre,RS,Sul,S ,1,2022,PREFEITURA MUNICIPAL,PMAA,Local,Administração pública direta,Res. Sólidos ,10786.19,0.48,,44.44,55.56,22.22,91.61,63.29,126.2,,,44.44,0.26,,0,,22.22,0
350110,3501103,Alto Alegre,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ALTO ALEGRE,PMAA,Local,Administração pública direta,Res. Sólidos ,,1.33,12.41,,,,100,7.89,,300.16,79.54,,0.38,0.56,,8.04,,
210043,2100436,Alto Alegre do Maranhão,MA,Nordeste,NE,1,2022,Prefeitura Municipal de Alto Alegre do Maranhão,PMAAM,Local,Administração pública direta,Res. Sólidos ,,3.59,100,,,,92.9,7.38,,463.63,86.65,,0.79,0.05,,0,,
210047,2100477,Alto Alegre do Pindaré,MA,Nordeste,NE,1,2022,Prefeitura Municipal de Alto Alegre do Pindaré,PMALP,Local,Administração pública direta,Res. Sólidos ,36514.79,2.03,,4.04,95.96,3.03,31.6,77.79,399.55,,,20.2,0.91,,100,,24.24,10.1
110037,1100379,Alto Alegre dos Parecis,RO,Norte,N ,1,2022,secretaria municipal de infraestrura e serviços urbanos,SEMURB,Local,Administração pública direta,Res. Sólidos ,10138.18,0.14,0,100,0,18.18,43.56,0,600.64,80.85,68.15,45.45,0.52,,0,20.19,18.18,18.18
510030,5100300,Alto Araguaia,MT,Centro-Oeste,CO,1,2022,Secretaria Municipal de Infra Estrutura e Serviços Urbanos,SMIE,Local,Administração pública direta,Res. Sólidos ,28133.11,2.02,3.66,100,0,7.69,78.92,9.09,1597.44,172.26,26.91,8.79,0.89,0.11,0,57.54,68.13,15.38
420075,4200754,Alto Bela Vista,SC,Sul,S ,1,2022,Prefeitura Municipal de Alto Bela Vista,PMABV,Local,Administração pública direta,Res. Sólidos ,33197.46,0.6,,0,100,0,30.23,100,115.02,,,100,0.88,0.22,,,0,0
310205,3102050,Alto Caparaó,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Alto Caparaó,PMAC,Local,Administração pública direta,Res. Sólidos ,28250,0.99,0,100,0,16.67,100,0,,326.92,50.15,0,0.12,,0,38.35,66.67,16.67
240070,2400703,Alto do Rodrigues,RN,Nordeste,NE,1,2022,Prefeitura Municipal de Alto do Rodrigues,PMAR,Local,Administração pública direta,Res. Sólidos ,42086.87,2.46,100,0,100,4.69,100,100,633.08,240.68,23.02,20.31,0.57,0.35,100,25.99,12.5,20.31
430057,4300570,Alto Feliz,RS,Sul,S ,1,2022,Secretaria Municipal de Obras e Viação,SMOV,Local,Administração pública direta,Res. Sólidos ,30805.1,0.26,,50,50,,81.38,100,,,,,0.16,,,,,
510040,5100409,Alto Garças,MT,Centro-Oeste,CO,1,2022,"Departamento de Água, Esgoto e Limpeza Pública",DAE,Local,Administração pública direta,Res. Sólidos ,37302.26,1.72,76.88,20,80,5,90.16,55.56,2396.17,38.32,23.12,30,2.1,0.09,100,75.13,40,12.5
520055,5200555,Alto Horizonte,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Alto,PMAH,Local,Administração pública direta,Res. Sólidos ,,0.07,,,,,85.59,100,871.85,,,12.86,1.29,0.14,0,,68.57,7.14
315350,3153509,Alto Jequitibá,MG,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ALTO JEQUITIBA,PMAJ,Local,Administração pública direta,Res. Sólidos ,32079.98,3.18,2.26,100,0,5,51.67,0,1010.65,247.44,36.6,15,0.6,,0,55.02,70,10
410050,4100509,Altônia,PR,Sul,S ,1,2022,PREFEITURA DO MUNICÍPIO DE ALTÔNIA,PMA,Local,Administração pública direta,Res. Sólidos ,24883.33,0.82,51.41,50,50,8.33,71.23,51.06,1365.09,100.04,78.73,45.83,0.96,0.45,100,19.59,16.67,25
510050,5100508,Alto Paraguai,MT,Centro-Oeste,CO,1,2022,PREFEITURA MUNICIPAL DE ALTO PARAGUAI,PMAP,Local,Administração pública direta,Res. Sólidos ,27067.17,0.82,,100,0,,100,0,,,,,1.57,0.09,,,,
110040,1100403,Alto Paraíso,RO,Norte,N ,1,2022,Secretaria Municipal de meio ambiente,SEMPLAN,Local,Administração pública direta,Res. Sólidos ,12783.05,0.4,0,94.12,5.88,5.88,50.27,0,321.09,360.38,100,35.29,0.2,0.17,0,0,23.53,29.41
520060,5200605,Alto Paraíso de Goiás,GO,Centro-Oeste,CO,1,2022,"Prefeitura Municipal / Sec. Munic. Transporte, Obras e Serviços Urbanos",PMAPG/SMTOSU,Local,Administração pública direta,Res. Sólidos ,,4.78,0,,,,74.05,80.23,1137.63,342.9,70.17,38.24,1.87,0.02,100,9.21,23.53,29.41
410060,4100608,Alto Paraná,PR,Sul,S ,1,2022,PREFEITURA MUNICIPAL DE ALTO PARANÁ,PMAPR,Local,Administração pública direta,Res. Sólidos ,17479.78,2.21,2.32,100,0,0,86.99,28.86,1226.3,35.98,13.31,12,0.73,0.06,0,13,18,40
210050,2100501,Alto Parnaíba,MA,Nordeste,NE,1,2022,Prefeitura Municipal de Alto Parnaíba,PMAP,Local,Administração pública direta,Res. Sólidos ,,1.01,100,,,,45.01,45.45,175.72,454.55,16.67,13.33,0.12,0.45,100,50,33.33,33.33
410070,4100707,Alto Piquiri,PR,Sul,S ,1,2022,secretaria de Obras e Urbanismo,PMAP,Local,Administração pública direta,Res. Sólidos ,76333.37,1.37,18.86,100,0,12.5,81.6,0,2342.92,56.82,40.94,75,1.52,0.08,,40.2,0,0
310210,3102100,Alto Rio Doce,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Alto Rio Doce,PMARD,Local,Administração pública direta,Res. Sólidos ,4837.08,0.24,,100,0,,41.71,0,,,,,0.51,,,,,
320035,3200359,Alto Rio Novo,ES,Sudeste,SE,1,2022,Secretaria Municipal de Obras e Serviços Urbanos,SMO,Local,Administração pública direta,Res. Sólidos ,17585.24,1.7,3.52,100,0,4,70.76,20.07,575.08,197.35,22.78,10,0.59,2.66,0,73.7,72,12
220040,2200400,Altos,PI,Nordeste,NE,2,2022,Prefeitura Municipal de Altos,PMA,Local,Administração pública direta,Res. Sólidos ,89813.63,1.62,,0,100,,67.44,96.15,,,,,1.34,,,,,
230070,2300705,Alto Santo,CE,Nordeste,NE,1,2022,CERMIL CONSTRUÇÕES E MINERAÇÃO LTDA,CERMIL,Local,Empresa privada,Res. Sólidos ,37363.95,2.45,100,0,100,7.5,85.03,100,1863.63,85.86,63.67,47.5,2.52,0.01,100,25.85,30,10
510060,5100607,Alto Taquari,MT,Centro-Oeste,CO,1,2022,Prefeitura Municipal,PM,Local,Administração pública direta,Res. Sólidos ,44336.66,1.63,100,0,100,5.71,89.26,100,1120.45,306.69,55.45,22.86,0.79,0.03,100,43.22,54.29,17.14
350115,3501152,Alumínio,SP,Sudeste,SE,1,2022,Departamento Municipal de Planejamento e Obras,DpMPO,Local,Administração pública direta,Res. Sólidos ,117977.57,2.32,100,0,100,,99.24,95.71,,239.81,45.5,,0.89,,,38.11,,
130002,1300029,Alvarães,AM,Norte,N ,1,2022,Prefeitura Municipal de Alvarães,PMA,Local,Administração pública direta,Res. Sólidos ,23760,1.53,0,100,0,,75.63,0,,,,,0.43,,,,,
310220,3102209,Alvarenga,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Alvarenga,PMA,Local,Administração pública direta,Res. Sólidos ,31497.5,2.98,,96,4,,55.37,0,,,,,0.72,,,,,
350120,3501202,Álvares Florence,SP,Sudeste,SE,1,2022,Prefeitura do Município de Alvares Florence,PMAF,Local,Administração pública direta,Res. Sólidos ,33772.79,3.11,9.71,100,0,,67.36,0,,432.37,25.4,,0.62,0.15,,64.88,,
350130,3501301,Álvares Machado,SP,Sudeste,SE,1,2022,Município de Alvares Machado,PMAM,Local,Administração pública direta,Res. Sólidos ,64100.21,3.6,68.38,33.33,66.67,5.88,100,9.96,1481.06,148.9,31.62,27.45,0.7,0.22,100,22.45,17.65,17.65
350140,3501400,Álvaro de Carvalho,SP,Sudeste,SE,1,2022,Departamento Municipal de Obras e Serviços,DMOS,Local,Administração pública direta,Res. Sólidos ,,0.96,24.73,,,,83.19,4.76,575.88,165.61,43.18,36.36,0.52,0.13,0,32.09,27.27,36.36
350150,3501509,Alvinlândia,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ALVINLANDIA,PMA,Local,Administração pública direta,Res. Sólidos ,,2.04,17.61,,,,100,0,,1893.3,45.37,,0.11,0.86,,37.02,,
310230,3102308,Alvinópolis,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Alvinópolis,PMA,Local,Administração pública direta,Res. Sólidos ,9052.42,0.7,100,34.29,65.71,5.71,75.51,0,1391.05,75.84,52.11,14.29,0.52,0.5,80,44.19,71.43,5.71
430060,4300604,Alvorada,RS,Sul,S ,3,2022,SECRETARIA MUNICIPAL DE SERVICOS URBANOS,SEMSU,Local,Administração pública direta,Res. Sólidos ,123969.07,3.16,90.95,17.7,82.3,5.31,100,92.82,2466.33,126.76,37.13,46.9,0.6,0.04,0,1.84,5.31,15.04
170070,1700707,Alvorada,TO,Norte,N ,1,2022,Prefeitura Municipal de Alvorada,PMA,Local,Administração pública direta,Res. Sólidos ,13833.33,0.99,,100,0,,92.92,1.19,,,,,0.51,0.07,,,,
310240,3102407,Alvorada de Minas,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Alvorada de Minas,PMAM,Local,Administração pública direta,Res. Sólidos ,9818.97,0.41,,33.33,66.67,,61.05,11.11,,,,,0.35,0.34,,,,
220045,2200459,Alvorada do Gurguéia,PI,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE ALVORADA DO GURGUEIA,PMAG,Local,Administração pública direta,Res. Sólidos ,43289.57,2.22,29.04,100,0,0,50.32,100,4472.84,121.99,78.9,20,1.43,,0,21.1,40,40
520080,5200803,Alvorada do Norte,GO,Centro-Oeste,CO,1,2022,PREFEITURA MUNICIPAL DE ALVORADA DO NORTE - GO,PMAN,Local,Administração pública direta,Res. Sólidos ,20272.8,1.2,0,100,0,,84.68,0,,170.37,78.8,,0.9,0.77,,19.73,,
410080,4100806,Alvorada do Sul,PR,Sul,S ,1,2022,Prefeitura Municipal de Alvorada do Sul,PMAS,Local,Administração pública direta,Res. Sólidos ,64676.11,2.5,81.91,41.67,58.33,12.5,80.66,17.51,1153.89,312.99,52.97,25,0.86,0.14,71.43,22.57,29.17,29.17
140002,1400027,Amajari,RR,Norte,N ,1,2022,Prefeitura Municipal de Amajari,PMA,Local,Administração pública direta,Res. Sólidos ,,0.6,,,,,15.95,25.66,,,,,2.02,,,,,
500060,5000609,Amambai,MS,Centro-Oeste,CO,2,2022,PREFEITURA MUNICIPAL DE AMAMBAI,PMA,Local,Administração pública direta,Res. Sólidos ,84160.28,2.55,93.38,23.44,76.56,1.56,62.66,100,913.64,418.45,59.78,35.94,0.86,,0,6.62,12.5,10.94
160010,1600105,Amapá,AP,Norte,N ,1,2022,PREFEITURA MUNICIPAL DE AMAPÁ,PMA,Local,Administração pública direta,Res. Sólidos ,93750,11.32,,6.25,93.75,12.5,90.65,0,425.99,,,37.5,0.61,1.56,100,,25,18.75
410090,4100905,Amaporã,PR,Sul,S ,1,2022,DEPARTAMENTO DE VIAÇÕES E OBRAS PUBLICA,DVO,Local,Administração pública direta,Res. Sólidos ,142955.82,5.7,72.56,100,0,0,79.61,7.69,638.98,215.44,32.65,100,0.47,,,54.84,0,0
260090,2600906,Amaraji,PE,Nordeste,NE,1,2022,Prefeitura Municipal de Amaraji,PMA,Local,Administração pública direta,Res. Sólidos ,23318.04,13.93,0,100,0,21.74,53.83,0,921.19,234.86,75.76,26.09,0.97,0.17,0,24.24,17.39,17.39
430063,4300638,Amaral Ferrador,RS,Sul,S ,1,2022,Prefeitura Amaral Ferrador,PAF,Local,Administração pública direta,Res. Sólidos ,23750,0.33,100,0,100,0,39.55,100,151.76,500,100,100,0.25,,,0,0,0
520082,5200829,Amaralina,GO,Centro-Oeste,CO,1,2022,PREFEITURA MUNICIPAL DE AMARALINA,PMA,Local,Administração pública direta,Res. Sólidos ,22795.55,1.47,,100,0,0,37.24,0,862.62,,,18.75,1.82,0.12,0,,50,31.25
220050,2200509,Amarante,PI,Nordeste,NE,1,2022,Prefeitura Municipal de Amarante,PMA,Local,Administração pública direta,Res. Sólidos ,24205.71,0.74,0,100,0,0,51.07,0,1096.99,93.91,66.61,50,1.5,0.23,0,24.54,25,25
290100,2901007,Amargosa,BA,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL DE AMARGOSA,PMA,Local,Administração pública direta,Res. Sólidos ,54004.58,3.67,100,3.12,96.87,6.25,90.63,100,2387.76,133.7,37.91,19.79,1.22,0.04,100,48.31,31.25,40.62
130006,1300060,Amaturá,AM,Norte,N ,1,2022,Prefeitura Municipal de Amaturá,PMA,Local,Administração pública direta,Res. Sólidos ,41683.34,4.45,,100,0,,57.31,50,,,,,1.12,,,,,
290110,2901106,Amélia Rodrigues,BA,Nordeste,NE,1,2022,"Secretaria de Obras, Habitação e Serviços Publicos",SOSP,Local,Administração pública direta,Res. Sólidos ,39955.56,5.91,100,0,100,11.11,48.89,100,2076.68,153.54,55.51,22.22,1.51,,100,44.49,26.67,22.22
350160,3501608,Americana,SP,Sudeste,SE,3,2022,Secretaria de Obras e Serviços Urbanos,SOSU,Local,Administração pública direta,Res. Sólidos ,126732.68,3.07,82.18,16.47,83.53,6.67,99.53,98.22,51829.46,154.06,38.67,1.96,0.94,0.2,85.11,37.33,55.29,34.51
520085,5200852,Americano do Brasil,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Americano do Brasil,PMAB,Local,Administração pública direta,Res. Sólidos ,25342.32,2.67,1.87,100,0,,80.41,0,,170.27,11.04,,0.3,,,77.51,,
350170,3501707,Américo Brasiliense,SP,Sudeste,SE,2,2022,PREFEITURA MUNICIPAL DE AMERICO BRASILIENSE,PMAB,Local,Administração pública direta,Res. Sólidos ,,1.59,100,,,,96.17,98.6,1899.09,314.31,95.15,60,0.62,0.5,0,0,5,0
350180,3501806,Américo de Campos,SP,Sudeste,SE,1,2022,"Departamento de Meio Ambiente, Agricultura e Abastecimento",DMAAA,Local,Administração pública direta,Res. Sólidos ,57088.51,1.55,5.68,100,0,10,85.18,0,5111.82,85.66,72.02,30,2.63,0.01,0,9.81,30,20
430064,4300646,Ametista do Sul,RS,Sul,S ,1,2022,Prefeitura Municipal de Ametista do Sul,psv-sgl,Local,Administração pública direta,Res. Sólidos ,73377.88,1.59,,44.44,55.56,0,98.42,100,513.74,,,55.56,0.29,,0,,22.22,22.22
230075,2300754,Amontada,CE,Nordeste,NE,2,2022,SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS,SEINFRA,Local,Administração pública direta,Res. Sólidos ,76690.9,3.84,100,0,100,3.23,94.76,100,912.83,271.33,57.06,56.45,0.69,0.62,100,10.08,17.74,22.58
520090,5200902,Amorinópolis,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Amorinópolis,PMA,Local,Administração pública direta,Res. Sólidos ,20629.14,1.47,3.23,100,0,11.11,66.51,0.37,576.14,29.57,8.62,33.33,1.48,0.18,0,77.35,33.33,22.22
250073,2500734,Amparo,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Amparo,PMA,Local,Administração pública direta,Res. Sólidos ,2673.79,8.57,0,100,0,0,49.33,100,117.15,103.74,38.8,27.27,0.27,,0,27.2,45.45,27.27
350190,3501905,Amparo,SP,Sudeste,SE,2,2022,PREFEITURA DO MUNICIPIO DE AMPARO,PMA,Local,Administração pública direta,Res. Sólidos ,91053.83,3.02,86.73,31.93,68.07,7.56,100,95.99,1702.84,280.96,41.46,25.21,0.65,0.9,52.78,22.6,30.25,26.89
280010,2800100,Amparo de São Francisco,SE,Nordeste,NE,1,2022,Prefeitura Municipal de Amparo de São Francisco,PMASF,Local,Administração pública direta,Res. Sólidos ,,0.71,0,,,,92.17,50,,337.84,100,,0.61,,,0,,
310250,3102506,Amparo do Serra,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Amparo do Serra,PMAS,Local,Administração pública direta,Res. Sólidos ,,4.93,71.83,,,,70.47,0,,16.67,28.17,,1.03,,,0,,
410100,4101002,Ampére,PR,Sul,S ,1,2022,MUNICIPIO DE AMPERE,PMA,Local,Administração pública direta,Res. Sólidos ,72000,3.22,42.59,73.33,26.67,20,76.45,56.11,1693.29,148.36,79.81,33.33,1.06,0.86,0,6.2,6.67,33.33
270020,2700201,Anadia,AL,Nordeste,NE,1,2022,Prefeitura Municipal de Anadia,PMA,Local,Administração pública direta,Res. Sólidos ,47760,3.41,3.52,100,0,0,60.86,0,2926.52,69.87,16.08,12,0.89,0.03,0,80.4,88,0
410105,4101051,Anahy,PR,Sul,S ,1,2022,Prefeitura Municipal de Anahy,PMA,Local,Administração pública direta,Res. Sólidos ,7842.29,0.6,,100,0,,98.49,0,,,,,0.61,,,,,
150070,1500701,Anajás,PA,Norte,N ,1,2022,Secretaria Municipal de Meio Ambiente,SEMMA,Local,Administração pública direta,Res. Sólidos ,27105.03,1.77,33.32,74.19,25.81,0,46.63,85.31,1785.56,96.62,32.13,16.13,1.17,,0,48.83,59.68,19.35
210070,2100709,Anajatuba,MA,Nordeste,NE,1,2022,Prefeitura Municipal de Anajatuba,PMA,Local,Administração pública direta,Res. Sólidos ,22879.93,2.85,,0,100,,35.54,100,,,,,0.12,,,,,
350200,3502002,Analândia,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DA ESTANCIA CLIMATICA DE ANALANDIA,PMA,Local,Administração pública direta,Res. Sólidos ,33618.84,1.29,,57.14,42.86,7.14,79.17,0,418.85,,,71.43,0.99,0.08,0,,21.43,0
130008,1300086,Anamã,AM,Norte,N ,1,2022,Secretaria Municipal de Meio Ambiente,SEMMA,Local,Administração pública direta,Res. Sólidos ,,1.96,,,,,40.45,0,,,,,1.08,,,,,
170100,1701002,Ananás,TO,Norte,N ,1,2022,PREFEITURA MUNICIPAL DE ANANÁS,PMA,Local,Administração pública direta,Res. Sólidos ,,1.43,0,,,,77.95,0,4800.32,22.46,34.01,22.22,2.05,0.02,0,24.43,22.22,22.22
